user_id,song_id,timestamp,duration_sec
U078,S0048,2025-05-05 20:38:36,151
U052,S0013,2025-04-28 08:54:47,50
U083,S0050,2025-05-05 22:51:36,240
U070,S0012,2025-04-25 02:46:33,172
U055,S0039,2025-04-28 03:30:47,119
U006,S0042,2025-05-05 14:00:29,136
U018,S0024,2025-05-01 12:20:50,248
U025,S0006,2025-04-24 10:44:49,67
U002,S0035,2025-04-28 18:47:22,136
U085,S0037,2025-05-02 03:45:15,255
U028,S0019,2025-05-04 11:59:08,35
U070,S0023,2025-05-03 11:52:11,81
U072,S0009,2025-04-26 04:49:06,132
U064,S0006,2025-04-27 00:37:41,105
U017,S0041,2025-04-25 14:49:33,42
U025,S0020,2025-04-23 00:00:32,223
U071,S0005,2025-05-03 08:51:47,238
U083,S0016,2025-04-26 04:45:35,62
U069,S0017,2025-04-25 17:44:50,265
U028,S0004,2025-04-28 09:35:59,209
U053,S0003,2025-05-05 05:19:24,285
U005,S0004,2025-04-27 11:33:04,195
U031,S0010,2025-05-04 02:20:31,67
U009,S0040,2025-05-04 21:49:54,85
U024,S0029,2025-05-02 20:46:12,284
U034,S0035,2025-04-23 03:43:10,244
U038,S0008,2025-04-27 15:57:19,109
U009,S0018,2025-04-24 23:21:47,43
U055,S0043,2025-05-06 23:20:09,113
U068,S0021,2025-04-29 20:59:52,182
U089,S0040,2025-04-23 13:06:28,57
U075,S0030,2025-05-02 02:17:09,278
U060,S0043,2025-05-01 22:16:34,258
U023,S0013,2025-04-27 17:37:26,87
U093,S0039,2025-04-23 19:36:01,284
U059,S0010,2025-05-05 08:10:08,229
U098,S0034,2025-04-30 23:59:31,296
U062,S0024,2025-04-29 12:05:17,199
U098,S0020,2025-04-25 04:27:14,199
U048,S0045,2025-05-04 20:25:08,51
U099,S0039,2025-04-23 13:41:50,32
U001,S0042,2025-05-04 22:07:12,179
U094,S0037,2025-04-27 08:50:37,228
U008,S0015,2025-05-01 07:11:40,112
U013,S0030,2025-04-24 08:45:47,222
U064,S0021,2025-05-06 00:17:12,122
U002,S0030,2025-04-23 15:23:42,53
U033,S0036,2025-04-30 06:43:42,234
U097,S0022,2025-04-26 19:43:48,65
U089,S0006,2025-04-27 09:47:32,194
U052,S0027,2025-05-05 09:40:17,45
U051,S0049,2025-04-27 06:26:58,155
U094,S0048,2025-04-26 19:45:30,200
U006,S0010,2025-04-29 10:28:23,237
U074,S0026,2025-04-28 22:55:45,243
U068,S0029,2025-04-30 20:53:43,106
U002,S0002,2025-04-24 15:27:26,35
U053,S0005,2025-04-27 07:25:59,297
U086,S0027,2025-04-25 11:06:53,79
U036,S0026,2025-04-26 22:09:23,49
U078,S0044,2025-04-30 05:01:57,295
U029,S0001,2025-04-30 21:56:54,224
U029,S0030,2025-05-06 03:09:39,178
U008,S0006,2025-04-23 07:04:49,49
U057,S0048,2025-05-05 06:41:11,230
U045,S0016,2025-05-04 16:24:00,58
U037,S0037,2025-04-24 04:28:26,236
U006,S0029,2025-04-30 22:08:21,170
U080,S0001,2025-05-05 10:44:32,58
U070,S0020,2025-05-06 08:34:01,195
U073,S0037,2025-05-01 04:17:07,200
U075,S0037,2025-04-25 01:07:31,160
U055,S0042,2025-05-03 17:22:08,250
U045,S0021,2025-04-30 20:49:06,267
U032,S0014,2025-05-01 10:02:25,46
U019,S0027,2025-04-23 05:48:57,130
U080,S0037,2025-04-25 19:43:29,262
U084,S0044,2025-05-03 09:26:38,160
U087,S0040,2025-04-24 12:40:44,222
U047,S0022,2025-05-02 15:01:33,154
U061,S0005,2025-05-03 10:19:51,223
U050,S0002,2025-05-06 09:23:38,179
U089,S0028,2025-04-30 11:07:29,115
U045,S0021,2025-05-04 14:33:00,210
U051,S0036,2025-04-24 09:04:39,234
U070,S0015,2025-05-01 21:28:57,122
U071,S0036,2025-05-03 04:00:50,290
U090,S0015,2025-05-02 21:55:51,30
